광역시도,시군구별,시점,항목,지역내총생산시장가격,순생산물세,총부가가치기초가격,농림어업,광업,제조업,전기가스증기및공기조절공급업,건설업,도소매업,운수및창고업,숙박및음식점업,정보통신업,금융보험업,부동산업,사업서비스업,공공행정국방및사회보장,교육서비스업,보건및사회복지서비스업,문화및기타서비스업
대전광역시,대전광역시,2020,2015년 기준년가격(연쇄),41208249,2741574,38465915,34368,3463,6605435,656220,1739903,2781448,813926,908267,1443173,2276533,3626756,7243298,3658060,2767315,2743052,1229400
대전광역시,대전광역시,2021,2015년 기준년가격(연쇄),42500095,2853870,39644630,38402,1670,6934977,638690,1889164,2832578,849261,964739,1524714,2380984,3631174,7293883,3720552,2925443,2848024,1234163
대전광역시,동구,2019,2015년 기준년가격(연쇄),3461178,216073,3244762,6292,-,241996,17224,207259,408627,288282,112045,48020,117673,491809,259105,228706,358411,318177,133141
대전광역시,동구,2020,2015년 기준년가격(연쇄),3411721,212004,3199378,4741,-,250655,40756,232858,385091,208188,94427,48051,123008,475137,282680,248276,349462,322156,125565
대전광역시,동구,2021,2015년 기준년가격(연쇄),3344724,221772,3122259,5132,-,259416,37596,156090,404103,181706,102116,43246,129764,483470,253596,238700,359778,340837,130401
대전광역시,중구,2019,2015년 기준년가격(연쇄),4969267,390749,4578561,2738,93,114150,444123,126362,443843,171180,158001,174189,366410,533158,499932,158883,498893,739523,197845
대전광역시,중구,2020,2015년 기준년가격(연쇄),4706689,343244,4365023,936,1142,113543,357306,170809,411081,140005,124726,167664,364218,561034,405186,165333,490278,737654,165415
대전광역시,중구,2021,2015년 기준년가격(연쇄),5026157,397713,4628147,2759,112,116620,341207,186320,382995,142601,130195,242547,356776,587869,474683,175295,509179,764094,211456
대전광역시,서구,2019,2015년 기준년가격(연쇄),11942767,789641,11152307,3790,-,168472,18833,377780,1032274,185568,349128,665638,1344334,1290658,1174971,2219265,961392,992792,388684
대전광역시,서구,2020,2015년 기준년가격(연쇄),11807578,786938,11019763,2521,-,194435,43277,330075,897600,160409,293455,692590,1449735,1284022,1196530,2251793,947385,979365,336481
대전광역시,서구,2021,2015년 기준년가격(연쇄),11997062,820018,11175518,5707,-,144248,42722,464094,865680,156667,303822,700791,1547214,1424395,1237597,1993290,1010133,997308,331242
대전광역시,유성구,2019,2015년 기준년가격(연쇄),13063462,647046,12415913,20181,58,2124004,74296,706195,560699,149951,347104,493569,236662,832680,4406911,1018328,688601,442185,336314
대전광역시,유성구,2020,2015년 기준년가격(연쇄),14027436,706686,13320145,23759,861,2360802,154203,741017,611945,145252,325933,507968,249690,854797,5000299,872064,689659,436813,408474
대전광역시,유성구,2021,2015년 기준년가격(연쇄),14575838,696384,13879350,18154,617,2606578,169551,907036,684460,165392,350453,500968,263794,752016,4876955,1069016,736998,486368,373205
대전광역시,대덕구,2019,2015년 기준년가격(연쇄),7236221,673111,6563123,3101,1725,3841447,39511,174175,468194,181502,83765,30696,85502,364423,344041,145945,296733,263952,226707
대전광역시,대덕구,2020,2015년 기준년가격(연쇄),7222836,692704,6529526,3493,1467,3671032,31658,264904,475816,160013,70072,26110,90096,450699,352738,156928,290407,266830,193983
대전광역시,대덕구,2021,2015년 기준년가격(연쇄),7527843,717984,6809393,7878,945,3805301,18634,176046,495581,203460,78573,40321,85270,381812,451402,276219,309047,259296,188708
광주광역시,광주광역시,2019,2015년 기준년가격(연쇄),39624032,2775426,36839026,126809,6491,9953560,559019,1627794,2688067,1103897,955344,1152693,2242581,3711869,2983983,2281350,2691116,3474562,1336746
광주광역시,광주광역시,2020,2015년 기준년가격(연쇄),39530642,2763621,36757626,91713,4510,10134325,601919,1819536,2654561,905151,733103,1220444,2394069,3698359,2901978,2363209,2623491,3456529,1245115
광주광역시,광주광역시,2021,2015년 기준년가격(연쇄),41257137,2721117,38533331,102801,3768,11032418,668946,1852024,2645702,942420,807143,1346844,2489683,3735336,2972923,2432922,2737016,3626849,1271468
광주광역시,동구,2019,2015년 기준년가격(연쇄),3451784,208323,3243095,4161,0,46163,40653,203457,323647,96770,124996,114777,444639,320175,445013,189173,284659,450633,160708
광주광역시,동구,2020,2015년 기준년가격(연쇄),3387681,199368,3188012,3550,0,53235,44184,256519,264715,83804,89553,122000,487279,335492,378681,215773,279355,452805,125570
광주광역시,동구,2021,2015년 기준년가격(연쇄),3481914,199988,3281842,4323,0,47411,47650,263222,258987,88559,101552,142363,483122,340595,365810,228974,278984,489555,143724
광주광역시,서구,2019,2015년 기준년가격(연쇄),10009373,626235,9379064,11243,6426,2244314,128307,275443,732049,232178,239305,299693,928979,976218,867424,520414,665164,964101,302512
광주광역시,서구,2020,2015년 기준년가격(연쇄),9751390,600165,9147366,7283,1937,2170111,130447,269612,752387,168368,183515,286024,995920,891765,819960,530228,666873,1004990,288075
광주광역시,서구,2021,2015년 기준년가격(연쇄),9875226,560077,9313184,7995,2225,2192617,137488,269333,735906,179173,193532,309420,1051971,926637,798489,535149,710971,1006518,281014
광주광역시,남구,2019,2015년 기준년가격(연쇄),3131393,181486,2948771,19319,0,46189,59249,214740,235275,94583,96233,122372,152265,523858,199517,104057,409941,503028,173520
광주광역시,남구,2020,2015년 기준년가격(연쇄),3024434,163611,2859898,13690,0,47811,61385,208806,225838,65300,77274,120601,165000,496807,192006,126656,398255,497757,169765
광주광역시,남구,2021,2015년 기준년가격(연쇄),3151592,172369,2978177,15101,0,43035,74143,231924,225545,69291,85557,138020,170362,513351,192410,132293,408538,517904,171282
광주광역시,북구,2019,2015년 기준년가격(연쇄),10036355,941557,9096814,20679,0,1939694,157279,448164,721206,244765,238790,313140,380677,1007586,838538,788574,727007,923830,353656
광주광역시,북구,2020,2015년 기준년가격(연쇄),10182132,995416,9186785,16472,0,2096699,164814,522109,719422,204319,185841,374829,372851,1031258,804264,794523,709100,896604,322250
광주광역시,북구,2021,2015년 기준년가격(연쇄),10474547,1001291,9474304,18823,0,2054366,179750,571600,705816,200480,206903,426042,400779,1021801,843535,828470,751976,950968,332396
광주광역시,광산구,2019,2015년 기준년가격(연쇄),12996830,818121,12172447,71420,0,5669903,173470,486062,675926,435027,255977,304664,337313,883989,633147,678001,604114,632919,346132
광주광역시,광산구,2020,2015년 기준년가격(연쇄),13192664,804406,12382867,50774,0,5770408,200494,562465,692330,383165,196853,320231,374365,942918,706376,695306,569475,603998,337236
광주광역시,광산구,2021,2015년 기준년가격(연쇄),14284738,787094,13496218,56656,0,6688680,229201,515820,719585,404971,219507,333688,384204,932766,771879,707064,585636,661706,342139
인천광역시,인천광역시,2019,2015년 기준년가격(연쇄),87963593,7842827,80144997,283805,55076,20556208,3984357,4403137,5960389,10046410,1985857,1603998,3445195,6835949,5408221,4956452,4063704,4223262,2320064
인천광역시,인천광역시,2020,2015년 기준년가격(연쇄),84907539,7556792,77374944,270021,92714,20956180,3797453,5273314,5567023,5936947,1540143,1748755,3594008,7159811,5271318,5127243,4053158,4258619,2096082
인천광역시,인천광역시,2021,2015년 기준년가격(연쇄),90325899,8285820,82053087,279966,78884,22834288,4130562,6041804,6005970,5767500,1543067,1840555,3729431,7358405,5609201,5351407,4229692,4564224,2092772
인천광역시,강화군,2019,2015년 기준년가격(연쇄),1608537,126473,1482084,106662,6390,177734,21488,82646,66594,83788,54600,21145,260715,151816,21689,149125,101006,132867,53022
인천광역시,강화군,2020,2015년 기준년가격(연쇄),1537648,122949,1414662,109618,6364,175386,17858,82042,98643,47721,62055,24332,115052,163347,24407,160598,99691,125558,65984
인천광역시,강화군,2021,2015년 기준년가격(연쇄),1665476,137764,1527546,97949,7133,195834,23168,112557,101724,51831,65854,18053,121050,169014,24640,157360,105642,133907,70218
인천광역시,옹진군,2019,2015년 기준년가격(연쇄),662112,42565,619565,25301,35,6140,14684,49896,12634,5953,17478,7628,49147,55133,22907,284583,27059,32471,10885
인천광역시,옹진군,2020,2015년 기준년가격(연쇄),816205,55912,760274,24784,20,12534,15980,75694,18996,40125,32390,46922,34209,56967,14676,294518,28019,33505,18679
인천광역시,옹진군,2021,2015년 기준년가격(연쇄),878051,58329,819722,31897,10,4603,16683,51479,19895,48889,34945,52137,34361,60259,22706,319899,29646,37421,28486
인천광역시,중구,2019,2015년 기준년가격(연쇄),15459848,1415382,14053797,27926,16824,1430148,87571,535306,752487,7970134,386233,214149,208983,476321,714144,517997,255413,256598,236719
인천광역시,중구,2020,2015년 기준년가격(연쇄),10456211,1077537,9377997,50579,57375,1652565,87107,773907,434383,3878758,168539,168965,209375,535708,580920,522691,263720,250660,198165
인천광역시,중구,2021,2015년 기준년가격(연쇄),12299292,1235526,11064275,39512,44523,1854888,93855,982449,455929,3546552,182254,173463,222595,547709,703902,522933,292576,279155,208991
인천광역시,동구,2019,2015년 기준년가격(연쇄),3317730,377750,2940770,3293,0,1855767,108001,58346,177073,93177,25686,11048,36602,140474,64197,79089,108815,118029,55931
인천광역시,동구,2020,2015년 기준년가격(연쇄),3492133,383412,3109970,2124,0,1658535,98381,181510,242868,155220,27297,12158,87937,144406,64695,85761,103734,119438,57492
인천광역시,동구,2021,2015년 기준년가격(연쇄),4062933,481657,3581417,3541,0,2073080,104421,111804,260441,168868,26624,9108,97713,147650,85013,0,0,125443,56164
인천광역시,미추홀구,2019,2015년 기준년가격(연쇄),6848536,539042,6310804,5882,0,879972,334155,417966,474975,296146,199619,92973,388286,878582,412627,408300,653213,595980,282401
인천광역시,미추홀구,2020,2015년 기준년가격(연쇄),7314486,585915,6729603,3358,0,832127,292483,531552,567218,320093,184384,114682,574840,920446,397791,418365,664560,600559,246631
인천광역시,미추홀구,2021,2015년 기준년가격(연쇄),7681022,635547,7045919,6111,0,860164,391168,536956,568466,359494,184392,121761,576568,962712,433115,423179,590460,622956,253287
인천광역시,연수구,2019,2015년 기준년가격(연쇄),11234514,903065,10330979,3061,26,2110242,86039,1151389,1656807,275266,305483,396067,300958,1015892,1342593,442576,584513,411703,296600
인천광역시,연수구,2020,2015년 기준년가격(연쇄),11114691,922902,10191209,4342,0,2832939,173570,1032198,1096749,272419,197027,289057,377646,1060383,1252808,448413,572273,445519,239240
인천광역시,연수구,2021,2015년 기준년가격(연쇄),12483461,1044133,11438585,3681,0,3263592,98095,919402,1358111,309767,204027,372444,429230,1089296,1488635,471419,741761,479122,250180
인천광역시,남동구,2019,2015년 기준년가격(연쇄),15388198,1335636,14054703,17953,0,5415441,129813,340329,776997,198569,311860,252038,856579,1223271,767154,1857787,672224,800126,423151
인천광역시,남동구,2020,2015년 기준년가격(연쇄),15556773,1355752,14202993,21149,0,5143834,119719,300575,865772,292363,302184,260523,787421,1247221,840470,1940276,664667,812993,393043
인천광역시,남동구,2021,2015년 기준년가격(연쇄),16452589,1478585,14975006,19884,0,5456019,128641,277697,904202,322184,298293,233937,823095,1261895,826941,2029734,703004,872552,367633
인천광역시,부평구,2019,2015년 기준년가격(연쇄),9879875,910511,8971089,855,0,2713566,83127,348370,660381,257002,258385,325908,675315,1039131,540389,421938,608758,737489,297692
인천광역시,부평구,2020,2015년 기준년가격(연쇄),10170149,938795,9233397,987,0,2501813,77594,518151,731173,232601,200003,389486,690933,1075548,676115,436791,592799,727086,261506
인천광역시,부평구,2021,2015년 기준년가격(연쇄),10566598,947486,9622063,4005,0,2345926,83244,694975,750560,260353,195797,405956,701523,1090410,755569,457075,584880,754874,257296
인천광역시,계양구,2019,2015년 기준년가격(연쇄),4659269,347822,4312099,5957,8440,561614,39997,305082,401429,227597,142844,42578,376480,607057,285705,289017,393564,452609,148694
인천광역시,계양구,2020,2015년 기준년가격(연쇄),4575306,352641,4222998,1989,8539,626192,37829,220189,431977,189550,112459,91040,289325,621299,245778,299937,382467,452204,152230
인천광역시,계양구,2021,2015년 기준년가격(연쇄),4863410,380446,4483190,995,7307,792063,39357,252131,450101,200604,115206,93857,260945,620969,218124,320206,379211,473315,146225
인천광역시,서구,2019,2015년 기준년가격(연쇄),18893553,1844581,17061778,83862,22150,5397312,3081467,1114305,981034,647653,284385,235115,286545,1248657,1241809,507022,659257,685317,527492
인천광역시,서구,2020,2015년 기준년가격(연쇄),19127518,1867088,17268524,51103,18741,5563486,2877028,1557777,1079108,402112,251219,336578,406291,1335118,1176889,521258,681392,691128,471195
인천광역시,서구,2021,2015년 기준년가격(연쇄),21380598,2204665,19178389,72050,18312,6044193,3160602,2102295,1136745,422342,234131,347222,437554,1409106,1055840,564092,716045,785542,466804
대구광역시,대구광역시,2019,2015년 기준년가격(연쇄),54762237,3902862,50860367,127377,1328,10825618,384650,2507401,4732774,1936544,1496015,1409697,3698801,5752256,3941865,3894097,4113701,4174904,1846228
대구광역시,대구광역시,2020,2015년 기준년가격(연쇄),53668577,3929434,49738369,108574,1894,9914159,542293,2972764,4479377,1520937,1295441,1532874,3817865,5895277,3717422,4034911,4039496,4118129,1718977
대구광역시,대구광역시,2021,2015년 기준년가격(연쇄),56017462,4032532,51986619,107249,1248,10865507,512736,3295073,4527016,1630385,1277317,1566421,3961645,5808199,3808496,4017184,4283792,4538171,1734111
대구광역시,중구,2019,2015년 기준년가격(연쇄),5070603,329887,4740577,1763,0,131145,9061,184953,665526,127445,231897,198744,665600,449197,372581,657514,280960,616914,139172
대구광역시,중구,2020,2015년 기준년가격(연쇄),5045308,319568,4725760,1645,0,192580,16489,225155,486622,74221,146512,207857,731491,558180,340630,764295,216325,633647,116657
대구광역시,중구,2021,2015년 기준년가격(연쇄),5571702,362804,5208160,1410,169,111493,17005,375113,503758,122238,138828,196531,687923,824214,393683,778326,232786,664073,121386
대구광역시,동구,2019,2015년 기준년가격(연쇄),7338331,485642,6853123,17646,143,401820,22352,348334,744075,646964,245637,418558,696506,1049063,666517,660797,267731,454133,236069
대구광역시,동구,2020,2015년 기준년가격(연쇄),7137840,500487,6636922,22251,317,310726,43431,408447,738981,454455,184334,400898,544982,1089426,751330,676063,340928,421328,234011
대구광역시,동구,2021,2015년 기준년가격(연쇄),7398719,502984,6896268,25469,13,408690,41906,603308,830070,418349,183294,418032,566461,911203,743730,643370,389663,456734,231803
대구광역시,서구,2019,2015년 기준년가격(연쇄),3404971,273968,3131439,394,14,727858,80987,108266,488897,148333,83435,123431,177024,317072,239084,102479,40546,311494,182011
대구광역시,서구,2020,2015년 기준년가격(연쇄),3602371,287639,3315240,282,360,791516,145005,128229,467998,136948,63184,163762,155984,358814,227251,128081,129910,266064,180418
대구광역시,서구,2021,2015년 기준년가격(연쇄),3896962,338383,3558715,338,39,692974,127283,235894,492192,117847,59351,163526,148784,563070,250363,112897,144051,298096,170280
대구광역시,남구,2019,2015년 기준년가격(연쇄),3009831,192286,2817125,1525,41,40075,9708,171027,178043,79796,93190,88983,83412,597110,345586,85858,307997,593127,145177
대구광역시,남구,2020,2015년 기준년가격(연쇄),2849126,191298,2657361,1404,18,85416,18656,205834,170907,39744,67187,94440,99413,640636,238022,97435,261423,519504,123327
대구광역시,남구,2021,2015년 기준년가격(연쇄),2649279,159344,2490857,1412,0,44419,17592,203631,137428,67457,70294,86116,103466,439459,239555,93264,261630,593726,127001
대구광역시,북구,2019,2015년 기준년가격(연쇄),9884231,635326,9248125,7865,0,1511612,35693,477855,1015417,252607,255966,184036,336589,1009449,684346,633797,1967516,605711,277325
대구광역시,북구,2020,2015년 기준년가격(연쇄),9592719,648782,8942892,6885,0,2170892,68602,565644,1001699,201506,197816,348672,389180,1090812,563062,305851,1249388,600860,266663
대구광역시,북구,2021,2015년 기준년가격(연쇄),8580009,525510,8063245,7355,0,1644820,64930,361488,959958,220058,191814,294817,409495,916476,569963,306106,1239457,679397,275799
대구광역시,수성구,2019,2015년 기준년가격(연쇄),7544102,497721,7046272,6453,0,73461,29527,447069,569804,150741,335640,156843,1060831,1027158,694574,1022949,613592,555693,292055
대구광역시,수성구,2020,2015년 기준년가격(연쇄),7664486,500412,7163975,6357,36,136365,55870,547879,546904,99684,268845,150729,1052704,945656,717963,1188939,633593,530894,259608
대구광역시,수성구,2021,2015년 기준년가격(연쇄),7988718,520423,7468236,3232,131,90023,51091,601348,558075,144435,258745,182273,1077571,998077,727035,1200466,692507,591970,265844
대구광역시,달서구,2019,2015년 기준년가격(연쇄),11498434,890648,10608966,3306,72,3985922,157219,373491,846397,411876,177135,206746,512370,969450,736278,421033,557886,815536,408027
대구광역시,달서구,2020,2015년 기준년가격(연쇄),10995447,869174,10126963,2932,425,3094757,123801,432087,777372,323659,249880,138743,617536,924902,611724,500368,947815,920005,373492
대구광역시,달서구,2021,2015년 기준년가격(연쇄),11890871,922764,10968783,3252,32,3734810,112100,513953,766991,395640,252706,175800,581454,818483,598322,509406,1017236,1022442,375480
대구광역시,달성군,2019,2015년 기준년가격(연쇄),7012118,597609,6414781,89181,1061,3952468,42497,397242,224576,120482,72347,31755,166147,334286,201856,311797,78711,222737,166364
대구광역시,달성군,2020,2015년 기준년가격(연쇄),6777146,612301,6164508,67590,741,3124209,84010,460458,288999,190050,104294,21096,204083,287973,264372,378634,276069,226989,163063
대구광역시,달성군,2021,2015년 기준년가격(연쇄),8077379,737621,7340140,65539,869,4138607,92720,404319,278593,144301,108027,39510,364634,339284,283653,378142,324571,233172,165603
부산광역시,부산광역시,2019,2015년 기준년가격(연쇄),89105372,6428341,82685227,391577,5444,14663793,1675381,4838008,8223136,6916517,2718400,2048350,5668837,8475929,7349748,5068549,5323282,6711095,2692473
부산광역시,부산광역시,2020,2015년 기준년가격(연쇄),85962709,6466985,79494304,414677,8930,13906542,2220221,4364890,7702163,5757927,2094331,2195802,5942627,8591179,6946125,5149691,5200652,6792180,2400098
부산광역시,부산광역시,2021,2015년 기준년가격(연쇄),87629325,6473259,81160478,483472,9668,14075097,2195171,4242229,7839840,6189018,2129301,2219379,6158150,8536990,6865400,5342805,5487035,7210298,2433550
부산광역시,중구,2019,2015년 기준년가격(연쇄),3352848,189401,3167044,90917,1267,69251,1510,103373,478960,866531,191881,43640,315402,191616,385199,195335,39240,157474,67046
부산광역시,중구,2020,2015년 기준년가격(연쇄),3770781,207589,3568430,98576,0,22671,1944,199103,423463,998008,124631,42435,307526,189640,449741,347928,31674,216409,88179
부산광역시,중구,2021,2015년 기준년가격(연쇄),3761837,217980,3546215,120811,-,15828,1847,115884,423771,1186394,120123,34697,336675,257376,523879,184983,46363,156919,90487
부산광역시,서구,2019,2015년 기준년가격(연쇄),2664817,280978,2385856,140241,246,139560,3047,141616,299652,240818,91355,42221,78973,221341,95414,76930,175095,711930,54864
부산광역시,서구,2020,2015년 기준년가격(연쇄),3031302,295205,2736327,149228,0,87506,3977,172445,458408,237435,73590,48623,79553,225184,109329,78173,156425,854124,58436
부산광역시,서구,2021,2015년 기준년가격(연쇄),3054666,305994,2749735,176923,-,131074,3929,184394,419464,335599,74334,47027,82281,220484,95052,80407,145524,840896,46104
부산광역시,동구,2019,2015년 기준년가격(연쇄),4264091,217770,4051312,4401,1167,151535,1898,269450,312909,558570,63536,82025,432718,405963,863671,354310,87200,335038,118953
부산광역시,동구,2020,2015년 기준년가격(연쇄),3535620,207733,3326882,4949,0,65673,2564,223604,266771,377979,47191,84853,413320,406471,721264,278368,80343,294675,87295
부산광역시,동구,2021,2015년 기준년가격(연쇄),3481614,188801,3294984,7559,-,64472,2518,220479,318027,326811,48292,84376,467721,300397,743896,297347,91920,318083,65076
부산광역시,영도구,2019,2015년 기준년가격(연쇄),2605989,148491,2457465,18725,0,664142,1596,121731,186826,100645,60328,57441,63564,228603,310120,154092,236122,183500,75414
부산광역시,영도구,2020,2015년 기준년가격(연쇄),2568931,171629,2397850,14438,0,655923,2180,148806,146768,102146,46797,56604,64066,233007,272018,173483,267025,134228,77008
부산광역시,영도구,2021,2015년 기준년가격(연쇄),2556469,168628,2388278,22812,-,701926,2202,129144,132816,92084,51761,63152,60239,263894,239469,187158,210959,174140,55682
부산광역시,부산진구,2019,2015년 기준년가격(연쇄),8512852,504854,8007956,358,0,151274,6088,542393,1034167,168061,392509,186742,1271055,1037601,1163851,180364,677473,1010955,299519
부산광역시,부산진구,2020,2015년 기준년가격(연쇄),8161304,507514,7653980,783,26,283600,8266,473063,885500,113737,248044,203092,1411766,1049605,1024681,219212,587485,1009455,255289
부산광역시,부산진구,2021,2015년 기준년가격(연쇄),8364184,464935,7901041,633,-,100144,8065,449196,899070,182472,226350,203960,1480586,960699,1163457,206166,645016,1227423,233972
부산광역시,동래구,2019,2015년 기준년가격(연쇄),3837818,212224,3625785,260,72,60398,3475,339974,428008,103840,205192,122781,279498,550743,371870,101632,347025,534214,183058
부산광역시,동래구,2020,2015년 기준년가격(연쇄),3687416,221028,3466234,438,0,48285,4781,316811,376131,81037,163583,148445,298368,560390,399577,103114,329940,483601,159593
부산광역시,동래구,2021,2015년 기준년가격(연쇄),3923603,230820,3692814,254,-,45163,4704,312853,397036,75612,156235,138905,291237,635503,355756,100191,403478,588741,198499
부산광역시,남구,2019,2015년 기준년가격(연쇄),5865608,367183,5498977,445,0,281613,6492,206165,435093,1233133,143528,138345,912026,611899,281390,320871,614521,319854,171120
부산광역시,남구,2020,2015년 기준년가격(연쇄),6390904,394402,5998080,759,0,449442,7692,238591,315266,1347933,121691,143910,1054000,623618,286309,383047,723696,302743,182075
부산광역시,남구,2021,2015년 기준년가격(연쇄),6650218,450959,6191768,526,-,677097,7671,293882,245598,1616458,117542,142632,1015826,494767,322276,413861,601163,335415,185806
부산광역시,북구,2019,2015년 기준년가격(연쇄),2900870,158737,2742204,1821,0,80207,3008,167052,234050,81466,138605,119576,236260,513135,99615,124070,342557,470569,133345
부산광역시,북구,2020,2015년 기준년가격(연쇄),2788546,175767,2614059,2912,0,59324,4123,147521,234661,61483,114448,131254,223385,520491,71482,147335,329915,424459,151554
부산광역시,북구,2021,2015년 기준년가격(연쇄),3018559,170122,2848918,2632,-,62213,4029,181379,234154,68732,112096,132387,249940,533717,89689,168657,376606,481920,152663
부산광역시,해운대구,2019,2015년 기준년가격(연쇄),8778923,628982,8149746,2099,0,507543,10292,586419,1122200,223327,480849,500965,504627,1049248,1285537,303963,553155,718544,298285
부산광역시,해운대구,2020,2015년 기준년가격(연쇄),8301391,617294,7684183,2451,7532,545796,10923,299148,885351,195460,344877,516312,569655,1070282,1192516,328665,503339,943736,303416
부산광역시,해운대구,2021,2015년 기준년가격(연쇄),8166139,607024,7559200,1332,7735,553538,10765,277695,992576,247745,394669,517829,602213,1198794,824985,390403,567454,771163,297290
부산광역시,사하구,2019,2015년 기준년가격(연쇄),6887485,624043,6263435,28106,0,2089123,230510,252138,512078,495484,202130,141752,237470,638604,212202,145626,414603,479216,205894
부산광역시,사하구,2020,2015년 기준년가격(연쇄),6632411,641384,5988832,36144,996,1893281,354432,251106,530717,458999,173577,143005,253452,651096,155268,137764,420940,364498,205629
부산광역시,사하구,2021,2015년 기준년가격(연쇄),6657790,610230,6047854,56229,-,1903073,350417,244161,418010,499988,172957,153511,265757,599124,200633,142020,466976,485545,176944
부산광역시,금정구,2019,2015년 기준년가격(연쇄),4315413,275630,4039830,6321,0,420865,3876,168451,404490,188614,107090,117893,181565,543500,575184,124710,671993,322018,205836
부산광역시,금정구,2020,2015년 기준년가격(연쇄),3999605,274788,3726830,5777,0,274989,5245,137343,367875,133226,91028,122811,162574,552024,561248,265005,622554,279109,149540
부산광역시,금정구,2021,2015년 기준년가격(연쇄),4211580,257397,3953657,3303,-,332883,5130,124109,445173,228841,85560,127230,152696,570295,533843,275509,581912,328060,154444
부산광역시,강서구,2019,2015년 기준년가격(연쇄),14136021,1285809,12861115,69191,2688,6738460,21857,771607,752153,2332883,74501,85444,196760,432664,494694,345222,187992,95975,288016
부산광역시,강서구,2020,2015년 기준년가격(연쇄),12786715,1209943,11583342,69255,374,6253564,29562,541496,837717,1615855,62914,92567,187123,432581,624095,308388,199805,106686,184761
부산광역시,강서구,2021,2015년 기준년가격(연쇄),12834893,1256784,11581981,66435,1909,6177094,29767,554108,1093696,1389223,65687,107853,187127,415239,554453,343327,242577,107330,199247
부산광역시,연제구,2019,2015년 기준년가격(연쇄),6520681,306216,6215462,84,0,67643,2785,261712,482417,125504,120078,117085,511348,828855,686099,2248593,257231,386346,170922
부산광역시,연제구,2020,2015년 기준년가격(연쇄),5875020,301612,5573927,161,0,96018,3851,238880,239110,108754,99792,122495,535450,834963,617401,1929619,273591,307011,116973
부산광역시,연제구,2021,2015년 기준년가격(연쇄),5865276,249200,5618235,101,-,74451,3835,270082,428694,118848,94588,133701,506756,583466,562618,2096182,314632,360909,110671
부산광역시,수영구,2019,2015년 기준년가격(연쇄),2603116,173667,2429347,2333,0,41447,129734,215798,297734,126238,145298,105473,141993,390895,113881,88830,156860,377740,94010
부산광역시,수영구,2020,2015년 기준년가격(연쇄),2559666,184894,2374690,3056,0,24565,141267,245858,296086,93943,115689,123910,123817,395599,101776,94668,144721,381475,93775
부산광역시,수영구,2021,2015년 기준년가격(연쇄),2687670,179554,2508478,4448,-,21937,136809,212962,328618,126819,118624,133755,130824,408450,140983,97241,182237,382295,88893
부산광역시,사상구,2019,2015년 기준년가격(연쇄),6248895,523226,5725581,574,0,1923077,16811,146083,1115417,226643,178670,119297,227321,480321,223173,160467,344405,394123,181055
부산광역시,사상구,2020,2015년 기준년가격(연쇄),5874274,534222,5340636,770,0,1722259,18989,198552,1011043,224499,146729,131686,183089,486231,165865,153330,301735,432678,167811
부산광역시,사상구,2021,2015년 기준년가격(연쇄),5996883,565004,5432295,488,-,1826239,18450,200649,841140,207457,141400,121718,216239,528485,257938,154063,343108,403423,171689
부산광역시,기장군,2019,2015년 기준년가격(연쇄),5660392,536512,5124174,24859,0,1289338,1233803,543551,385765,77075,233755,66039,79428,349676,172053,143171,217532,214683,143345
부산광역시,기장군,2020,2015년 기준년가격(연쇄),6206758,531374,5681631,25190,0,1440007,1625419,532922,381464,101316,216474,85351,93196,358589,168435,203621,226225,255271,116053
부산광역시,기장군,2021,2015년 기준년가격(연쇄),6635271,559805,6082879,23921,-,1413452,1609758,471013,360259,134779,251410,79390,116785,566665,265604,207957,264342,249042,198645
서울특별시,서울특별시,2019,2015년 기준년가격(연쇄),414092568,33741615,380377317,432413,6665,15212795,2315887,11873481,62346453,10512757,11310928,50397481,48771831,43831247,58823886,14712135,18588378,19679859,11863086
서울특별시,서울특별시,2020,2015년 기준년가격(연쇄),417638547,37799356,379770753,390334,9056,14172140,2790705,11757747,62066529,8762723,8596609,51729807,55538322,44472498,58211492,14541889,17915943,19763897,10126944
서울특별시,서울특별시,2021,2015년 기준년가격(연쇄),431678812,40172381,391384648,440369,17182,14916563,2887553,10758261,62276057,9896426,8577385,54583710,60068929,44239308,59009955,14802383,18626104,21092132,10631863
서울특별시,종로구,2019,2015년 기준년가격(연쇄),32427863,2760821,29669285,6595,473,586734,71734,349722,3049113,727172,594071,3751577,8635985,1694496,3396897,4317864,797974,1147496,624059
서울특별시,종로구,2020,2015년 기준년가격(연쇄),32402925,3496756,28881338,7502,2352,464843,89550,284898,2645791,626138,431373,3373118,9760193,1806972,3070478,4040785,782346,1155717,502180
서울특별시,종로구,2021,2015년 기준년가격(연쇄),32961063,3705171,29220243,8596,12687,403305,92680,258608,2666794,756109,429454,3023596,9916414,1886564,3274022,4135970,806026,1201441,523718
서울특별시,중구,2019,2015년 기준년가격(연쇄),52869673,4518207,48366658,15,38,1342700,82612,397132,7200998,1456679,1381363,6269239,19024669,1226985,5532496,2516361,606914,699262,598913
서울특별시,중구,2020,2015년 기준년가격(연쇄),55620185,6160519,49386644,16,484,1209156,108171,426488,6435343,1303456,716252,6495232,22401950,1181088,4916823,2444204,671181,706847,510451
서울특별시,중구,2021,2015년 기준년가격(연쇄),58648964,6965641,51551699,39,29,1111255,112535,412801,6594374,1517211,767361,6918695,24015811,1085447,4946779,2404605,663179,728854,517575
