area_id,area_name,GRDP
47770_2021,Yeongdeok-gun,918.7
47820_2021,Cheongdo-gun,1222.9
47830_2021,Goryeong-gun,1724.8
47840_2021,Seongju-gun,2452.6
47850_2021,Chilgok-gun,4285.3
47900_2021,Yecheon-gun,1369.7
47920_2021,Bonghwa-gun,1306.0
47930_2021,Uljin-gun,2085.4
47940_2021,Ulleung-gun,363.4
48120_2021,Jinju-si,39217.2
48170_2021,Tongyeong-si,8764.4
48220_2021,Sacheon-si,3181.6
48240_2021,Gimhae-si,4650.0
48250_2021,Miryang-si,15627.5
48270_2021,Geoje-si,3212.5
48310_2021,Yangsan-si,9212.0
48330_2021,Changwon-si,11007.8
48720_2021,Uiryeong-gun,974.9
48730_2021,Haman-gun,3973.4
48740_2021,Changnyeong-gun,2765.5
48820_2021,Goseong-gun,2212.3
48840_2021,Namhae-gun,1176.3
48850_2021,Hadong-gun,1968.2
48860_2021,Sancheong-gun,1095.0
48870_2021,Hamyang-gun,1082.1
48880_2021,Geochang-gun,1645.3
48890_2021,Hapcheon-gun,1183.4
50110_2021,Jeju-si,14681.4
50130_2021,Seogwipo-si,5506.1
